,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day_of_week,hour_of_day,trip_duration,calculated_total_amount
12803,6.74,5,0,1,16.64,0.0,0.5,0.0,0.0,0.3,17.44,41,213,12,6,9,1157,39.79636667206156
12804,7.7,1,0,1,25.0,0.5,0.5,0.0,0.0,0.3,26.3,41,182,7,4,20,2225,41.68497457986608
12805,6.2,1,0,1,22.0,1.0,0.5,4.76,0.0,0.3,28.56,264,264,3,0,18,2608,41.516598711832806
12806,17.5,3,0,1,66.0,0.0,0.0,15.0,20.0,0.3,101.3,142,1,6,2,6,2623,41.7095183287297
12807,15.81,1,0,1,51.0,1.0,0.5,10.56,0.0,0.3,63.36,161,175,12,3,19,1400,41.853820110226096
12808,6.1,1,0,1,25.0,0.0,0.5,7.74,0.0,0.3,33.54,237,138,10,4,15,1468,41.60644689454419
12809,10.2,1,0,1,36.0,0.0,0.5,8.5,5.76,0.3,51.06,138,162,11,3,11,2292,41.60924426321971
12810,7.1,1,0,1,23.5,0.0,0.5,6.01,5.76,0.3,36.07,41,138,2,3,9,2106,41.681632460883904
12811,10.44,1,1,1,30.5,0.0,0.5,7.41,5.76,0.3,44.47,162,138,9,4,8,5080,40.42422195630411
12812,19.5,1,0,1,62.0,1.0,0.5,15.95,0.0,0.3,79.75,132,52,5,1,15,1136,41.896155561130655
12813,29.11,3,0,1,94.5,0.0,0.0,15.0,12.95,0.3,122.75,264,264,6,4,7,1413,41.718234156006304
12814,7.9,1,0,1,28.0,0.5,0.5,4.0,0.0,0.3,33.3,100,181,10,5,2,60,41.812439419365575
12815,1.77,1,0,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,68,107,6,6,21,1442,41.62977473834478
12816,6.36,1,0,1,26.0,0.0,0.5,5.36,0.0,0.3,32.16,231,237,6,1,9,1475,41.40500986524174
12817,6.55,1,0,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,158,140,3,4,0,2039,41.74440275357291
12818,0.24,1,0,1,3.0,1.0,0.5,0.96,0.0,0.3,5.76,236,236,1,0,16,2691,41.52468961835231
12819,11.7,1,0,1,35.5,0.0,0.5,8.0,5.76,0.3,50.06,162,138,11,0,13,2745,41.54115949759046
12820,8.1,1,0,1,24.0,0.5,0.5,6.2,5.76,0.3,37.26,138,162,11,1,22,2442,41.6602573070837
12821,11.34,1,0,1,32.5,0.0,0.5,7.81,5.76,0.3,46.87,230,138,3,6,10,5569,41.700228859363335
12822,19.08,3,0,1,84.0,0.0,0.0,10.0,15.75,0.3,110.05,162,1,1,4,14,2255,41.18216307765965
12823,9.53,1,0,1,31.0,0.0,0.5,7.51,5.76,0.3,45.07,164,138,1,0,14,2086,41.38732828046152
12824,10.3,1,0,1,32.0,0.0,0.5,7.7,5.76,0.3,46.26,138,162,9,1,10,1383,41.57256605807498
12825,26.11,1,0,1,68.0,0.0,0.5,13.76,0.0,0.3,82.56,132,25,3,0,13,2258,41.81800181672216
12826,1.0,1,0,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3,48,48,10,1,20,1490,37.64774993536224
12827,12.9,1,0,1,47.5,1.0,0.5,0.0,5.76,0.3,55.06,143,14,11,3,17,4250,41.263650519716904
12828,7.62,1,0,1,24.0,0.5,0.5,6.21,5.76,0.3,37.27,148,257,10,5,0,2037,41.86255335078641
12829,6.54,1,0,1,28.5,1.0,0.5,7.58,0.0,0.3,37.88,162,116,10,3,18,2045,41.76754622421653
12830,0.2,1,0,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,65,66,6,5,22,2175,39.77082304567838
12831,3.9,1,0,1,25.0,1.0,0.5,5.36,0.0,0.3,32.16,231,161,2,4,17,1614,41.47932593756728
12832,44.78,1,0,1,123.0,0.0,0.5,0.0,27.52,0.3,151.32,161,1,12,3,12,2843,40.43504337274807
12833,9.6,1,0,1,35.0,1.0,0.5,10.6,5.76,0.3,53.16,113,223,11,2,17,2231,41.839994064286955
12834,8.6,1,0,1,25.0,0.0,0.5,0.0,0.0,0.3,25.8,87,74,12,2,13,3137,41.60321975526132
12835,6.45,1,0,1,24.0,0.0,0.5,6.2,0.0,0.3,31.0,230,87,8,2,12,2596,41.53445375519949
12836,9.57,1,0,2,29.5,0.5,0.5,0.0,0.0,0.3,30.8,48,169,7,0,0,1883,39.60109746529406
12837,4.67,1,0,1,27.5,0.0,0.5,5.66,0.0,0.3,33.96,140,246,1,4,14,1341,41.43943003561949
12838,11.42,1,0,1,32.5,0.5,0.5,9.89,5.76,0.3,49.45,138,48,3,5,0,3247,41.94251970717443
12839,11.6,1,0,2,33.5,0.5,0.5,0.0,0.0,0.3,34.8,163,208,6,6,4,3046,39.6705364682894
12840,8.7,1,0,1,28.0,0.0,0.5,6.9,5.76,0.3,41.46,138,234,2,1,13,3280,41.521350202260656
12841,11.19,1,0,1,45.0,0.0,0.5,12.89,5.76,0.3,64.45,50,138,4,6,15,1722,41.74008600066069
12842,11.25,1,0,1,39.0,0.0,0.5,6.0,0.0,0.3,45.8,70,54,4,2,15,2035,41.55641353173367
12843,6.3,1,0,1,25.5,0.0,0.5,5.26,0.0,0.3,31.56,146,211,10,1,9,2244,41.57878972531661
12844,4.84,1,0,1,25.0,1.0,0.5,5.36,0.0,0.3,32.16,231,141,9,4,17,2322,41.615402746395915
12845,5.1,1,0,1,24.0,0.5,0.5,4.0,0.0,0.3,29.3,100,65,10,5,21,1744,41.6868504981319
12846,6.0,1,0,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,113,7,7,5,0,95,39.56996574734302
12847,10.25,1,0,1,31.0,0.5,0.5,7.61,5.76,0.3,45.67,138,141,5,4,20,2393,41.7096229349729
12848,13.3,1,0,1,48.0,0.0,0.5,7.0,5.76,0.3,61.56,138,48,3,1,8,1848,41.24738737755176
12849,4.6,1,0,1,24.5,0.5,0.5,4.0,0.0,0.3,29.8,87,48,3,2,20,1951,41.494362741443524
12850,4.9,1,0,1,26.5,0.0,0.5,3.7,0.0,0.3,31.0,246,33,10,2,15,1735,41.2387719424578
12851,7.88,1,0,1,27.0,0.0,0.5,5.56,0.0,0.3,33.36,237,66,8,1,10,2395,41.46737732517096
12852,8.81,1,0,1,33.0,1.0,0.5,6.96,0.0,0.3,41.76,49,230,6,4,19,1835,41.91050855234687
12853,18.77,3,0,1,86.5,0.0,0.0,19.46,10.5,0.3,116.76,230,1,10,4,13,2547,41.637319572540505
12854,8.91,1,0,1,25.0,0.0,0.5,6.31,5.76,0.3,37.87,170,138,9,5,9,2497,41.73255859677676
12855,10.5,1,0,1,37.0,0.0,0.5,13.05,5.76,0.3,56.61,138,230,10,1,9,1632,41.720491111870516
12856,8.95,1,0,1,27.0,0.0,0.5,6.71,5.76,0.3,40.27,138,236,12,6,16,1523,41.77467574209302
12857,11.59,1,0,1,41.0,0.0,0.5,9.51,5.76,0.3,57.07,138,100,4,0,15,2339,41.397248994196744
12858,7.0,1,0,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55,264,264,7,4,23,2342,41.61326755661595
12859,2.8,1,0,1,24.5,0.0,0.5,2.53,0.0,0.3,27.83,264,264,10,3,12,1002,41.177187525024564
12860,0.3,1,0,1,3.0,0.0,0.5,0.75,0.0,0.3,4.55,246,246,2,1,10,843,41.3693782585715
12861,15.1,1,0,2,41.5,0.0,0.5,0.0,0.0,0.3,42.3,132,7,2,5,11,1345,39.432655912653445
12862,5.2,1,0,1,24.0,0.0,0.5,6.2,0.0,0.3,31.0,151,234,5,4,13,1657,41.61337295948198
12863,13.2,1,1,1,44.5,0.0,0.5,10.2,5.76,0.3,61.26,236,257,3,2,15,2765,40.05140452455943
12864,6.6,1,1,1,27.5,0.0,0.5,5.65,0.0,0.3,33.95,170,13,3,0,11,3542,40.062480856416656
12865,0.2,1,0,1,3.0,0.0,0.5,0.75,0.0,0.3,4.55,166,24,1,0,14,2730,41.40890462126323
12866,4.5,1,0,1,23.0,0.0,0.5,4.75,0.0,0.3,28.55,48,231,4,5,17,2143,41.6937392734422
12867,12.37,1,0,1,45.5,0.0,0.5,10.41,5.76,0.3,62.47,142,138,10,2,12,1765,41.50144166857533
12868,14.23,1,0,1,44.5,0.0,0.5,11.32,0.0,0.3,56.62,132,7,3,3,8,39,41.72541259650001
12869,8.62,1,0,1,28.0,0.5,0.5,7.01,5.76,0.3,42.07,100,181,6,0,23,3274,41.606746124345634
12870,13.4,1,0,1,37.5,0.0,0.5,8.8,5.76,0.3,52.86,87,129,12,1,12,1317,41.73356210138218
12871,0.3,1,0,1,3.0,0.5,0.5,1.05,0.0,0.3,5.35,236,236,4,3,20,2079,41.54961494286236
12872,7.3,1,0,2,25.5,1.0,0.5,0.0,0.0,0.3,27.3,162,33,8,3,19,2147,39.5128707580522
12873,9.83,1,0,1,28.0,0.5,0.5,7.01,5.76,0.3,42.07,239,138,3,3,4,1283,41.593162241562204
12874,6.63,1,0,1,23.0,0.5,0.5,6.0,0.0,0.3,30.3,161,255,10,3,1,891,41.83788347420107
12875,6.51,1,0,1,23.0,1.0,0.5,4.96,0.0,0.3,29.76,170,33,3,1,17,1042,41.602918085330366
12876,13.33,1,0,1,40.5,1.0,0.5,12.02,5.76,0.3,60.08,138,114,3,2,17,4181,41.873024305984416
12877,10.72,1,0,1,35.0,0.0,0.5,7.16,0.0,0.3,42.96,263,174,3,1,8,1903,41.423037860551716
12878,13.34,1,0,1,54.5,0.0,0.5,12.21,5.76,0.3,73.27,138,48,10,2,16,1321,41.36767148540544
12879,10.55,1,0,1,35.0,0.0,0.5,12.47,5.76,0.3,54.03,138,113,5,1,12,1809,41.66329238708755
12880,9.1,1,0,1,26.5,0.5,0.5,8.35,5.76,0.3,41.91,234,138,9,1,5,56,41.61405683223605
12881,13.7,1,0,1,40.0,0.5,0.5,5.5,5.76,0.3,52.56,162,82,10,4,21,2918,41.60103315729946
12882,4.91,1,0,1,23.0,0.0,0.5,7.14,0.0,0.3,30.94,161,116,8,2,14,1884,41.58837858033045
12883,12.19,1,0,1,44.5,0.0,0.5,14.22,11.56,0.3,71.08,230,138,6,6,16,1388,41.495985766303264
12884,20.98,1,0,1,56.5,0.0,0.5,12.61,5.76,0.3,75.67,132,119,7,5,13,2109,41.873878326539206
12885,11.4,1,0,2,34.5,0.0,0.5,0.0,5.76,0.3,41.06,230,138,7,1,10,4693,39.1621997918554
12886,11.2,1,0,1,34.0,0.0,0.5,8.1,5.76,0.3,48.66,230,138,10,5,12,1525,41.60339655706128
12887,21.5,1,0,1,59.0,0.0,0.5,8.97,0.0,0.3,68.77,132,66,10,6,19,1734,41.83691582305294
12888,4.9,1,0,1,24.0,1.0,0.5,7.7,0.0,0.3,33.5,68,226,3,1,19,2812,41.81313705460218
12889,8.97,1,0,1,29.0,0.0,0.5,7.11,5.76,0.3,42.67,138,140,3,6,18,2619,41.64731283282572
12890,8.64,1,0,1,35.5,1.0,0.5,0.0,0.0,0.3,37.3,100,119,1,4,19,2426,41.41744694440241
12891,9.3,1,0,1,28.5,0.5,0.5,4.0,0.0,0.3,33.8,148,202,10,4,2,1235,41.807358722911744
12892,8.9,1,0,1,33.5,0.0,0.5,12.02,5.76,0.3,52.08,138,229,9,4,10,1589,41.76457919385642
12893,9.75,1,0,1,27.5,0.0,0.5,8.52,5.76,0.3,42.58,186,138,12,6,6,1887,41.854275289569216
12894,11.1,1,0,1,47.5,0.0,0.5,10.8,5.76,0.3,64.86,264,138,3,1,14,1661,41.116575852838295
12895,8.5,1,0,2,35.5,0.0,0.5,0.0,5.76,0.3,42.06,138,141,4,1,15,1329,38.973316482212454
12896,12.2,1,0,2,41.0,0.0,0.5,0.0,5.76,0.3,47.56,230,138,3,0,11,1867,38.8991954648541
12897,4.4,1,0,1,23.5,1.0,0.5,5.06,0.0,0.3,30.36,230,87,11,0,16,1764,41.48072488594258
12898,5.3,1,0,1,25.0,1.0,0.5,10.0,0.0,0.3,36.8,264,264,6,2,16,1319,41.69621697997317
12899,4.95,1,0,1,22.5,0.0,0.5,5.82,0.0,0.3,29.12,234,238,2,3,12,2148,41.45978029550158
12900,19.62,1,0,1,52.5,0.5,0.5,10.76,0.0,0.3,64.56,132,33,9,0,22,1769,41.81709260301169
12901,15.66,1,0,1,47.5,0.0,0.5,9.66,0.0,0.3,57.96,132,145,4,5,15,2767,41.79472221509394
12902,8.66,1,0,1,27.5,0.0,0.5,6.81,5.76,0.3,40.87,138,161,10,1,13,2118,41.57020478351264
12903,13.5,1,0,1,45.5,0.0,0.5,7.0,0.0,0.3,53.3,132,25,8,2,13,3182,41.54873371557105
12904,7.79,1,0,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,211,260,1,0,1,1393,41.59145872776817
12905,8.95,1,0,1,26.0,0.5,0.5,6.61,5.76,0.3,39.67,138,230,3,0,23,978,41.530635651127994
12906,7.8,1,0,1,32.5,1.0,0.5,6.85,0.0,0.3,41.15,140,97,3,2,17,1643,41.62010613705423
12907,4.21,1,0,1,24.0,0.0,0.5,6.2,0.0,0.3,31.0,239,234,11,3,9,77,41.45169390409137
12908,12.6,1,0,1,35.5,0.5,0.5,7.36,0.0,0.3,44.16,138,106,3,5,20,2898,41.86541942179892
12909,9.5,1,0,1,33.0,0.5,0.5,2.7,0.0,0.3,37.0,48,61,10,5,1,2913,41.83859263249302
12910,12.4,1,0,1,41.0,0.0,0.5,10.0,5.76,0.3,57.56,138,161,5,3,9,3256,41.637336580628215
12911,17.47,3,0,1,66.0,0.0,0.0,15.76,12.5,0.3,94.56,230,1,3,6,12,1297,41.841298965675676
12912,6.8,1,0,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,161,244,7,1,22,3817,39.46142561629641
12913,6.32,1,0,1,28.0,0.5,0.5,5.86,0.0,0.3,35.16,234,17,10,4,23,1093,41.48403035813426
12914,3.6,1,0,1,23.0,1.0,0.5,4.95,0.0,0.3,29.75,163,211,9,4,16,2161,41.68639444381128
12915,7.4,1,0,1,30.0,0.0,0.5,6.15,0.0,0.3,36.95,163,244,11,3,14,1709,41.59234622631617
12916,10.2,1,0,1,32.0,1.0,0.5,5.14,5.76,0.3,44.7,138,229,8,2,16,2336,41.65863627310338
12917,10.15,1,0,1,34.5,0.0,0.5,4.0,5.76,0.3,45.06,170,138,9,2,12,2026,41.33911387175861
12918,14.8,1,0,3,40.5,0.0,0.5,0.0,0.0,0.3,41.3,132,16,1,2,13,1281,37.307403309568414
12919,15.31,1,0,1,46.5,0.5,0.5,0.0,0.0,0.3,47.8,140,216,11,3,23,1137,41.40741571908654
12920,8.6,1,1,1,26.0,0.5,0.5,6.6,5.76,0.3,39.66,138,236,8,4,21,2867,40.413950838909784
12921,14.7,1,0,1,46.5,0.5,0.5,9.56,0.0,0.3,57.36,161,11,11,1,20,1690,41.6686865577717
12922,8.39,1,0,1,32.0,0.0,0.5,6.56,0.0,0.3,39.36,161,138,4,3,10,2812,41.56778627551988
12923,8.6,1,0,1,24.5,0.5,0.5,6.3,5.76,0.3,37.86,138,137,3,3,23,1035,41.623220845729676
12924,19.26,1,0,1,56.5,1.0,0.5,11.66,0.0,0.3,69.96,132,145,6,2,16,1741,41.909193069172375
12925,15.3,1,0,2,43.5,0.5,0.5,0.0,0.0,0.3,44.8,229,265,1,6,20,2657,39.4094469005764
12926,19.53,1,0,1,54.0,0.0,0.5,13.7,0.0,0.3,68.5,33,132,3,2,7,1099,42.02980546029649
12927,7.4,1,0,1,25.5,0.0,0.5,6.0,5.76,0.3,38.06,138,263,6,5,12,1399,41.622027086746755
12928,7.4,1,0,1,28.0,1.0,0.5,0.0,5.76,0.3,35.56,138,41,12,3,16,1474,41.40939724072179
12929,10.28,1,0,1,30.0,0.0,0.5,7.31,5.76,0.3,43.87,138,229,3,6,17,1847,41.705649709715544
12930,6.45,1,0,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,100,152,2,3,7,1731,41.67766594469346
12931,9.51,1,0,1,36.5,0.0,0.5,8.61,5.76,0.3,51.67,138,230,5,4,12,1740,41.53217333344469
12932,7.2,1,0,1,25.5,0.5,0.5,5.35,0.0,0.3,32.15,4,223,3,5,21,2400,41.92190969996467
12933,12.2,1,0,2,43.0,0.5,0.5,0.0,0.0,0.3,44.3,114,67,7,3,0,3087,39.434640840503064
12934,9.89,1,0,2,37.5,0.0,0.5,0.0,5.76,0.3,44.06,246,138,3,0,9,3714,38.891339002114705
12935,6.67,1,0,1,23.5,0.0,0.5,4.86,0.0,0.3,29.16,162,261,10,0,14,2678,41.57063863613372
12936,7.46,1,0,1,23.0,0.0,0.5,6.0,5.76,0.3,35.56,138,262,7,3,15,1820,41.62303202104043
12937,19.4,1,0,2,53.5,0.5,0.5,0.0,0.0,0.3,54.8,132,14,5,1,1,1765,39.4045856876165
12938,8.54,1,0,1,25.5,0.5,0.5,5.36,0.0,0.3,32.16,138,112,3,6,22,2312,41.820764093055345
12939,6.95,1,0,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,237,87,4,3,21,2012,41.55747806296041
12940,6.86,1,0,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,158,236,3,5,23,1748,41.706787076411686
12941,10.0,1,0,2,28.5,0.0,0.5,0.0,5.76,0.3,35.06,107,138,4,4,6,1143,39.4096532161631
12942,13.67,1,0,1,38.5,0.0,0.5,0.0,0.0,0.3,39.3,87,135,8,5,7,2944,41.64264757039972
12943,12.41,1,0,1,50.0,0.0,0.5,11.31,5.76,0.3,67.87,138,161,11,4,8,1436,41.53199536014368
12944,7.23,1,0,2,23.0,0.0,0.5,0.0,0.0,0.3,23.8,107,160,1,5,13,1051,39.4995247447489
12945,9.8,1,0,1,31.0,1.0,0.5,7.71,5.76,0.3,46.27,138,141,2,3,18,4191,41.75909506996389
12946,5.8,1,0,1,32.0,1.0,0.5,6.75,0.0,0.3,40.55,186,25,10,1,16,949,41.47160816846885
12947,6.2,1,0,1,22.0,1.0,0.5,7.35,5.76,0.3,36.91,138,42,2,0,16,1117,41.586472959216174
12948,15.5,1,0,2,44.5,0.5,0.5,0.0,0.0,0.3,45.8,70,133,10,4,0,2374,39.69689617265519
12949,9.11,1,0,1,33.5,0.5,0.5,8.11,5.76,0.3,48.67,138,224,8,3,22,1486,41.589909098027135
12950,11.8,1,0,1,34.0,0.0,0.5,8.1,5.76,0.3,48.66,48,138,11,3,6,2041,41.86213165760178
12951,9.52,1,0,1,37.0,0.0,0.5,8.71,5.76,0.3,52.27,138,151,10,6,15,3002,41.64604188700888
12952,10.64,1,0,1,32.5,0.5,0.5,6.76,0.0,0.3,40.56,87,41,2,2,21,1210,41.70619464427773
12953,14.97,1,0,1,42.5,0.5,0.5,8.76,0.0,0.3,52.56,164,182,3,2,1,2842,41.84412572618464
12954,16.81,1,0,1,46.5,1.0,0.5,8.44,8.0,0.3,64.74,13,138,9,1,16,3497,41.900273178618846
12955,13.03,1,0,1,39.5,0.0,0.5,10.08,0.0,0.3,50.38,231,138,6,5,13,4564,41.804483163323525
12956,10.2,1,0,1,30.5,0.0,0.5,7.4,5.76,0.3,44.46,138,162,2,1,13,1815,41.51425035588254
12957,8.61,1,0,1,26.0,0.5,0.5,4.0,5.76,0.3,37.06,138,164,3,0,21,1612,41.41350425079317
12958,6.22,1,0,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,249,17,10,6,2,1950,41.75166985717061
12959,9.53,1,0,1,30.0,0.0,0.5,6.16,0.0,0.3,36.96,12,43,6,5,12,2673,41.92156210412793
12960,6.88,1,0,1,23.0,0.0,0.5,2.38,0.0,0.3,28.13,145,188,3,6,7,85279,43.37766449923868
12961,7.72,1,0,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,138,37,3,1,22,1830,41.601746537625836
12962,8.56,1,0,1,29.5,0.5,0.5,9.24,0.0,0.3,40.04,237,25,12,5,21,1530,41.78326338437182
12963,6.1,1,0,1,22.5,0.0,0.5,4.7,0.0,0.3,28.0,143,13,6,6,11,2221,41.706185508267716
12964,10.8,1,0,1,42.5,1.0,0.5,8.85,0.0,0.3,53.15,138,125,1,3,17,1921,41.64887965449116
12965,10.4,1,0,1,33.0,0.0,0.5,10.1,0.0,0.3,43.9,161,138,2,1,10,1998,41.6920366571283
12966,3.4,1,0,1,25.0,1.0,0.5,5.35,0.0,0.3,32.15,249,162,6,3,18,4697,41.50137373190858
12967,18.07,4,0,1,61.0,0.5,0.5,12.46,0.0,0.3,74.76,138,265,5,1,0,1606,40.141673134976784
12968,9.1,1,0,1,25.0,0.5,0.5,6.41,5.76,0.3,38.47,233,138,10,2,5,2280,41.66677822950257
12969,8.89,1,0,1,27.0,0.0,0.5,6.71,5.76,0.3,40.27,138,116,3,5,19,1947,41.615687196945906
12970,13.75,1,0,1,41.0,1.0,0.5,8.56,0.0,0.3,51.36,132,7,10,4,18,938,41.91892518567856
12971,12.0,1,0,1,35.5,0.0,0.5,8.4,5.76,0.3,50.46,138,90,1,6,19,1604,41.646779325310476
12972,13.0,1,0,1,42.5,0.0,0.5,9.8,5.76,0.3,58.86,138,231,6,2,8,1516,41.57794766759646
12973,9.5,1,0,1,28.5,0.5,0.5,5.96,0.0,0.3,35.76,88,238,2,0,21,2173,41.69837139890314
12974,8.5,1,0,1,29.5,0.5,0.5,6.15,0.0,0.3,36.95,138,225,10,3,23,1186,41.71333803756464
12975,5.84,1,0,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,142,87,2,4,20,1813,41.6154847490358
12976,10.6,1,0,1,30.5,0.5,0.5,6.35,0.0,0.3,38.15,138,65,3,6,22,2352,41.842663308996926
12977,10.31,1,0,1,33.5,0.0,0.5,10.02,5.76,0.3,50.08,161,138,1,2,13,1782,41.54516843779544
12978,12.2,1,0,1,36.5,0.5,0.5,0.0,0.0,0.3,37.8,261,126,3,4,0,2325,41.392955641386465
12979,10.7,1,0,1,34.0,0.0,0.5,7.5,5.76,0.3,48.06,138,230,2,2,13,1512,41.50011776192429
12980,6.75,1,0,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,48,247,2,1,12,2471,41.68994322002099
12981,10.11,1,0,2,29.0,0.0,0.5,0.0,5.76,0.3,35.56,138,182,7,6,10,1798,39.466842878608354
12982,2.1,5,0,3,1.0,0.0,0.0,0.0,0.0,0.3,1.3,246,50,10,6,15,2083,37.21827861582706
12983,7.8,1,0,1,23.5,0.0,0.5,4.0,0.0,0.3,28.3,143,88,8,2,6,2684,41.67423945212835
12984,11.0,1,0,1,37.5,0.0,0.5,8.8,5.76,0.3,52.86,138,163,3,1,14,2271,41.460941813618106
12985,0.11,1,0,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,148,144,3,5,1,1337,39.73000383130378
12986,6.3,1,0,1,30.5,0.0,0.5,4.0,0.0,0.3,35.3,141,223,5,4,13,1566,41.42920631539547
12987,7.7,1,0,1,22.5,1.0,0.5,6.0,5.76,0.3,36.06,138,262,3,4,18,1014,41.77738748979178
12988,3.3,1,0,1,23.0,0.0,0.5,6.0,0.0,0.3,29.8,186,141,7,3,15,2094,41.44900126035755
12989,17.1,3,0,2,63.0,0.5,0.0,0.0,15.1,0.3,78.9,142,1,3,2,5,1044,39.25111211091237
12990,0.11,1,0,1,2.5,0.5,0.5,10.0,0.0,0.3,13.8,237,237,10,1,20,1867,41.91694453357776
12991,13.4,1,0,1,42.5,1.0,0.5,6.5,0.0,0.3,50.8,87,138,9,1,16,970,41.75743508085223
12992,4.91,1,0,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,231,49,10,5,1,1721,41.67619012216444
12993,5.7,1,0,2,24.5,1.0,0.5,0.0,0.0,0.3,26.3,158,236,4,1,16,54,39.35016211061926
12994,8.6,1,0,1,28.0,0.0,0.5,5.75,0.0,0.3,34.55,236,231,10,2,8,2482,41.58949408774464
12995,15.45,1,0,1,47.5,1.0,0.5,13.76,5.76,0.3,68.82,138,231,10,1,18,3203,41.9219942856657
12996,9.4,1,0,1,27.0,0.5,0.5,3.41,5.76,0.3,37.47,138,229,10,2,21,1792,41.56545905363255
12997,4.73,1,0,1,29.5,0.0,0.5,6.06,0.0,0.3,36.36,68,262,6,1,9,1852,41.49384481188914
12998,9.27,1,0,1,29.0,0.5,0.5,0.0,0.0,0.3,30.3,17,228,1,0,22,1964,41.49555635489762
12999,0.35,1,0,1,3.0,0.0,0.5,1.14,0.0,0.3,4.94,161,230,2,5,16,2464,41.647933333156956
13000,8.2,1,0,1,35.0,0.0,0.5,7.15,0.0,0.3,42.95,264,264,3,4,14,1748,41.374923017004
13001,8.26,1,0,1,29.5,1.0,0.5,7.41,5.76,0.3,44.47,138,162,6,0,16,1897,41.59830640242859
13002,3.2,1,0,1,21.5,0.5,0.5,6.8,0.0,0.3,29.6,237,90,3,5,22,4743,41.576174438390126
13003,8.6,1,0,1,26.0,0.0,0.5,5.35,0.0,0.3,32.15,236,261,9,6,13,1451,41.70843856122114
13004,10.5,1,0,1,30.0,0.5,0.5,6.25,0.0,0.3,37.55,132,92,4,2,22,1999,41.721987081097566
13005,6.63,1,0,1,23.0,0.5,0.5,0.0,0.0,0.3,24.3,138,135,1,0,23,1791,41.3112999997079
13006,5.56,1,0,2,23.0,0.5,0.5,0.0,0.0,0.3,24.3,79,7,5,3,22,1539,39.4434823991538
13007,9.11,1,0,1,26.5,0.5,0.5,6.71,5.76,0.3,40.27,138,236,8,4,20,2296,41.76789659513147
13008,12.62,1,0,1,40.0,0.0,0.5,9.31,5.76,0.3,55.87,138,107,1,0,14,2239,41.441352167974856
13009,15.2,1,0,1,44.5,1.0,0.5,6.94,0.0,0.3,53.24,65,10,10,0,19,1165,41.79505758319188
13010,8.21,1,0,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,48,243,3,6,2,2023,42.06126130521168
13011,7.35,1,0,1,26.0,0.0,0.5,5.36,0.0,0.3,32.16,141,244,3,1,9,1432,41.548659038685415
13012,3.94,1,0,1,25.5,1.0,0.5,0.5,0.0,0.3,27.8,144,48,5,4,16,1995,41.40416409639204
13013,10.2,1,0,1,29.0,0.5,0.5,7.2,5.76,0.3,43.26,264,264,5,1,22,1008,41.44693366614311
13014,4.7,1,0,1,21.5,1.0,0.5,4.66,0.0,0.3,27.96,113,54,4,3,18,1655,41.69966424283079
13015,6.14,1,0,1,24.5,0.0,0.5,2.53,0.0,0.3,27.83,238,13,5,3,7,1224,41.320844685787605
13016,6.14,1,0,1,22.5,0.5,0.5,4.76,0.0,0.3,28.56,164,112,3,6,3,998,41.76425533125809
13017,14.78,1,0,2,41.5,0.5,0.5,0.0,0.0,0.3,42.8,132,145,12,0,20,1989,39.42916957688051
13018,10.41,1,0,2,39.5,0.0,0.5,0.0,5.76,0.3,46.06,138,230,7,1,11,1284,39.044032316641605
13019,9.26,1,0,1,33.0,1.0,0.5,6.96,0.0,0.3,41.76,186,181,2,4,18,1141,41.68788272849954
13020,3.64,1,0,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,234,263,11,3,7,958,41.44289985050435
13021,6.5,1,0,1,23.0,0.5,0.5,7.29,0.0,0.3,31.59,162,198,11,0,2,2785,41.81848049731836
13022,7.69,1,0,1,22.5,0.5,0.5,4.76,0.0,0.3,28.56,140,52,3,6,22,2009,41.80217208075976
13023,7.36,1,0,1,28.0,1.0,0.5,5.96,0.0,0.3,35.76,166,13,5,0,17,2159,41.581613828179826
13024,6.19,1,0,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,100,7,5,2,22,3863,41.67536147943514
13025,10.63,1,0,1,32.0,1.0,0.5,6.0,0.0,0.3,39.8,138,79,4,0,18,1520,41.681579586924414
13026,9.38,1,0,2,31.5,0.0,0.5,0.0,5.76,0.3,38.06,138,230,3,0,15,1942,39.105033410980056
